Interaction ID,LR Pair,Ligand_gene,Receptor_gene,Evidence,AI summary,Ligand_aliases,Receptor_aliases,Ligand XX ID,Receptor XX ID,Ligand ENSEMBL ID,Receptor ENSEMBL ID,Human Ligand Symbols,Human Receptor Symbols,Ligand Location,Receptor Location
CDB15:0000012,ADAM17 ITGA5,ADAM17,ITGA5,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-ADAM17%20ITGA5-based-on-Pubmed-ID-14970227-in-macaque,ADAM17,ITGA5,-,-,ENSMMUG00000012921,ENSMMUG00000003755,"ADAM17 (TACE, cSVP, CD156B)","ITGA5 (FNRA, CD49e)",cell membrane,cell membrane
CDB15:0000013,ADAM17 ITGB1,ADAM17,ITGB1,Inferred,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-ADAM17%20ITGB1-based-on-Pubmed-ID-14970227,%2023888051-in-macaque",ADAM17,ITGB1,-,-,ENSMMUG00000012921,ENSMMUG00000017767,"ADAM17 (TACE, cSVP, CD156B)","ITGB1 (FNRB, MSK12, MDF2, CD29, GPIIA)",cell membrane,cell membrane
CDB15:0000014,ADAM23 ITGB3,ADAM23,ITGB3,Inferred,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-ADAM23%20ITGB3-based-on-Pubmed-ID-10749942,%2019549921-in-macaque",ADAM23,ITGB3,-,-,ENSMMUG00000011641,ENSMMUG00000003289,ADAM23 (MDC3),"ITGB3 (GP3A, CD61, GPIIIa)","secreted, cell membrane",cell membrane
CDB15:0000015,ADAM28 ITGA4,ADAM28,ITGA4,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-ADAM28%20ITGA4-based-on-Pubmed-ID-11724793-in-macaque,ADAM28,ITGA4,-,-,ENSMMUG00000005317,ENSMMUG00000000300,"ADAM28 (eMDCII, MDC-Lm, MDC-Ls, ADAM23)","ITGA4 (CD49D, CD49d)","secreted, cell membrane",cell membrane
CDB15:0000016,ADAM2 CD9,ADAM2,CD9,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-ADAM2%20CD9-based-on-Pubmed-ID-10518536-in-macaque,ADAM2,CD9,-,-,ENSMMUG00000003137,ENSMMUG00000004470,"ADAM2 (FTNB, PH-30b, PH30, CT15)","CD9 (MIC3, BA2, P24, TSPAN29, MRP-1)",cell membrane,cell membrane
CDB15:0000017,ADAM2 ITGA6,ADAM2,ITGA6,Inferred,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-ADAM2%20ITGA6-based-on-Pubmed-ID-10518536,%209889149-in-macaque",ADAM2,ITGA6,-,-,ENSMMUG00000003137,ENSMMUG00000002370,"ADAM2 (FTNB, PH-30b, PH30, CT15)","ITGA6 (CD49f, VLA-6, ITGA6A, ITGA6B)",cell membrane,cell membrane
CDB15:0000018,ADAM2 ITGA9,ADAM2,ITGA9,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-ADAM2%20ITGA9-based-on-Pubmed-ID-21060781-in-macaque,ADAM2,ITGA9,-,-,ENSMMUG00000003137,ENSMMUG00000021927,"ADAM2 (FTNB, PH-30b, PH30, CT15)","ITGA9 (RLC, ITGA4L, ALPHA-RLC)",cell membrane,cell membrane
CDB15:0000019,ADAM2 ITGB1,ADAM2,ITGB1,Inferred,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-ADAM2%20ITGB1-based-on-Pubmed-ID-10518536,%209889149-in-macaque",ADAM2,ITGB1,-,-,ENSMMUG00000003137,ENSMMUG00000017767,"ADAM2 (FTNB, PH-30b, PH30, CT15)","ITGB1 (FNRB, MSK12, MDF2, CD29, GPIIA)",cell membrane,cell membrane
CDB15:0000020,ADAM2 ITGB7,ADAM2,ITGB7,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-ADAM2%20ITGB7-based-on-Pubmed-ID-21060781-in-macaque,ADAM2,ITGB7,-,-,ENSMMUG00000003137,ENSMMUG00000005245,"ADAM2 (FTNB, PH-30b, PH30, CT15)",ITGB7,cell membrane,cell membrane
CDB15:0000021,ADAM9 ITGA3,ADAM9,ITGA3,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-ADAM9%20ITGA3-based-on-Pubmed-ID-15361064-in-macaque,ADAM9,ITGA3,-,-,ENSMMUG00000006033,ENSMMUG00000000153,"ADAM9 (CORD9, MDC9, KIAA0021, MCMP, Mltng)","ITGA3 (MSK18, CD49c, VLA3a, VCA-2, GAP-B3)","secreted, cell membrane",cell membrane
CDB15:0000022,ADAM9 ITGA6,ADAM9,ITGA6,Inferred,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-ADAM9%20ITGA6-based-on-Pubmed-ID-10825303,%2015361064-in-macaque",ADAM9,ITGA6,-,-,ENSMMUG00000006033,ENSMMUG00000002370,"ADAM9 (CORD9, MDC9, KIAA0021, MCMP, Mltng)","ITGA6 (CD49f, VLA-6, ITGA6A, ITGA6B)","secreted, cell membrane",cell membrane
CDB15:0000023,ADAM9 ITGAV,ADAM9,ITGAV,Inferred,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-ADAM9%20ITGAV-based-on-Pubmed-ID-11162558,%2015361064-in-macaque",ADAM9,ITGAV,-,-,ENSMMUG00000006033,ENSMMUG00000019462,"ADAM9 (CORD9, MDC9, KIAA0021, MCMP, Mltng)","ITGAV (VNRA, MSK8, VTNR, CD51)","secreted, cell membrane",cell membrane
CDB15:0000024,ADAM9 ITGB1,ADAM9,ITGB1,Inferred,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-ADAM9%20ITGB1-based-on-Pubmed-ID-10825303,%2015361064-in-macaque",ADAM9,ITGB1,-,-,ENSMMUG00000006033,ENSMMUG00000017767,"ADAM9 (CORD9, MDC9, KIAA0021, MCMP, Mltng)","ITGB1 (FNRB, MSK12, MDF2, CD29, GPIIA)","secreted, cell membrane",cell membrane
CDB15:0000025,ADAM9 ITGB5,ADAM9,ITGB5,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-ADAM9%20ITGB5-based-on-Pubmed-ID-11162558-in-macaque,ADAM9,ITGB5,-,-,ENSMMUG00000006033,ENSMMUG00000014516,"ADAM9 (CORD9, MDC9, KIAA0021, MCMP, Mltng)",ITGB5,"secreted, cell membrane",cell membrane
CDB15:0000026,ADCYAP1 ADCYAP1R1,ADCYAP1,ADCYAP1R1,Inferred,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-ADCYAP1%20ADCYAP1R1-based-on-Pubmed-ID-10100920,%2010583729,%2011931347,%2012429744,%2016930633,%208146174,%208253796,%208703026-in-macaque",ADCYAP1,ADCYAP1R1,-,-,ENSMMUG00000062768,ENSMMUG00000005299,ADCYAP1 (PACAP),"ADCYAP1R1 (PAC1, PACAPR, PAC1R)",secreted,cell membrane
CDB15:0000027,ADCYAP1 SCTR,ADCYAP1,SCTR,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-ADCYAP1%20SCTR-based-on-Pubmed-ID-1335692-in-macaque,ADCYAP1,SCTR,-,-,ENSMMUG00000062768,ENSMMUG00000011128,ADCYAP1 (PACAP),SCTR,secreted,cell membrane
CDB15:0000028,ADCYAP1 VIPR1,ADCYAP1,VIPR1,Inferred,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-ADCYAP1%20VIPR1-based-on-Pubmed-ID-11897681,%2016930633,%208791009,%209928018-in-macaque",ADCYAP1,VIPR1,-,-,ENSMMUG00000062768,ENSMMUG00000019897,ADCYAP1 (PACAP),"VIPR1 (VPAC1, RDC1, HVR1, VPAC1R)",secreted,cell membrane
CDB15:0000029,ADCYAP1 VIPR2,ADCYAP1,VIPR2,Inferred,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-ADCYAP1%20VIPR2-based-on-Pubmed-ID-16930633,%209928018-in-macaque",ADCYAP1,VIPR2,-,-,ENSMMUG00000062768,ENSMMUG00000009611,ADCYAP1 (PACAP),"VIPR2 (VPAC2, VPAC2R)",secreted,cell membrane
CDB15:0000030,ADIPOQ ADIPOR1,ADIPOQ,ADIPOR1,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-ADIPOQ%20ADIPOR1-based-on-Pubmed-ID-12802337-in-macaque,ADIPOQ,ADIPOR1,-,-,ENSMMUG00000002684,ENSMMUG00000007046,"ADIPOQ (ACDC, ACRP30, apM1, GBP28, adiponectin)","ADIPOR1 (PAQR1, ACDCR1)",secreted,cell membrane
CDB15:0000031,ADIPOQ ADIPOR2,ADIPOQ,ADIPOR2,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-ADIPOQ%20ADIPOR2-based-on-Pubmed-ID-12802337-in-macaque,ADIPOQ,ADIPOR2,-,-,ENSMMUG00000002684,ENSMMUG00000017262,"ADIPOQ (ACDC, ACRP30, apM1, GBP28, adiponectin)","ADIPOR2 (PAQR2, ACDCR2)",secreted,cell membrane
CDB15:0000032,ADM2 CALCRL,ADM2,CALCRL,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-ADM2%20CALCRL-based-on-Pubmed-ID-14615490-in-macaque,ADM2,CALCRL,-,-,ENSMMUG00000062822,ENSMMUG00000009447,"ADM2 (AM2, FLJ21135)","CALCRL (CGRPR, CRLR)",secreted,cell membrane
CDB15:0000033,ADM2 RAMP1,ADM2,RAMP1,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-ADM2%20RAMP1-based-on-Pubmed-ID-30139742-in-macaque,ADM2,RAMP1,-,-,ENSMMUG00000062822,ENSMMUG00000052071,"ADM2 (AM2, FLJ21135)",RAMP1,secreted,cell membrane
CDB15:0000034,ADM CALCR,ADM,CALCR,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-ADM%20CALCR-based-on-Pubmed-ID-12565884-in-macaque,ADM,CALCR,-,-,ENSMMUG00000016387,ENSMMUG00000014319,ADM (AM),"CALCR (CTR, CT-R)",secreted,cell membrane
CDB15:0000035,ADM CALCRL,ADM,CALCRL,Inferred,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-ADM%20CALCRL-based-on-Pubmed-ID-7592696,%209620797-in-macaque",ADM,CALCRL,-,-,ENSMMUG00000016387,ENSMMUG00000009447,ADM (AM),"CALCRL (CGRPR, CRLR)",secreted,cell membrane
CDB15:0000036,ADM MRGPRX2,ADM,MRGPRX2,Inferred,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-ADM%20MRGPRX2-based-on-Pubmed-ID-15823563,%2016111673-in-macaque",ADM,MRGPRX2,-,-,ENSMMUG00000016387,,ADM (AM),MRGPRX2 (MRGX2),secreted,cell membrane
CDB15:0000037,ADM RAMP2,ADM,RAMP2,Inferred,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-ADM%20RAMP2-based-on-Pubmed-ID-10342881,%2012565884,%2015692146,%2030139742,%209620797-in-macaque",ADM,RAMP2,-,-,ENSMMUG00000016387,ENSMMUG00000002150,ADM (AM),RAMP2,secreted,cell membrane
CDB15:0000038,AGRN ATP1A3,AGRN,ATP1A3,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-AGRN%20ATP1A3-based-on-Pubmed-ID-16630822-in-macaque,AGRN,ATP1A3,-,-,ENSMMUG00000000838,ENSMMUG00000017427,AGRN (AGRIN),ATP1A3 (DYT12),"secreted, cell membrane",cell membrane
CDB15:0000039,AGRN LRP4,AGRN,LRP4,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-AGRN%20LRP4-based-on-Pubmed-ID-18848351-in-macaque,AGRN,LRP4,-,-,ENSMMUG00000000838,ENSMMUG00000013100,AGRN (AGRIN),"LRP4 (MEGF7, CLSS, LRP-4, SOST2)","secreted, cell membrane",cell membrane
CDB15:0000040,AGRN MUSK,AGRN,MUSK,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-AGRN%20MUSK-based-on-Pubmed-ID-8653787-in-macaque,AGRN,MUSK,-,-,ENSMMUG00000000838,ENSMMUG00000007065,AGRN (AGRIN),MUSK,"secreted, cell membrane",cell membrane
CDB15:0000041,AGRP MC3R,AGRP,MC3R,Inferred,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-AGRP%20MC3R-based-on-Pubmed-ID-11747427,%209311920,%209819197,%209893984-in-macaque",AGRP,MC3R,-,-,ENSMMUG00000060341,ENSMMUG00000051905,"AGRP (Agrt, ART, ASIP2)",MC3R (MC3),secreted,cell membrane
CDB15:0000042,AGRP MC4R,AGRP,MC4R,Inferred,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-AGRP%20MC4R-based-on-Pubmed-ID-10318826,%2011747427,%2012815165,%209299416,%209311920,%209893984-in-macaque",AGRP,MC4R,-,-,ENSMMUG00000060341,ENSMMUG00000017258,"AGRP (Agrt, ART, ASIP2)",MC4R,secreted,cell membrane
CDB15:0000043,AGRP MC5R,AGRP,MC5R,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-AGRP%20MC5R-based-on-Pubmed-ID-9892020-in-macaque,AGRP,MC5R,-,-,ENSMMUG00000060341,ENSMMUG00000059903,"AGRP (Agrt, ART, ASIP2)",MC5R,secreted,cell membrane
CDB15:0000044,AGRP SDC3,AGRP,SDC3,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-AGRP%20SDC3-based-on-Pubmed-ID-11461706-in-macaque,AGRP,SDC3,-,-,ENSMMUG00000060341,ENSMMUG00000013519,"AGRP (Agrt, ART, ASIP2)","SDC3 (N-syndecan, SYND3)",secreted,cell membrane
CDB15:0000045,AGT AGTR1,AGT,AGTR1,Inferred,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-AGT%20AGTR1-based-on-Pubmed-ID-10193788,%2012006574,%2015930094,%2017138938,%2021464395,%202775266,%2010993080,%2037540598-in-macaque",AGT,AGTR1,-,-,ENSMMUG00000005881,ENSMMUG00000020680,AGT (SERPINA8),"AGTR1 (AGTR1B, AT1, AT2R1, AGTR1A, AT2R1A, HAT1R, AG2S, AT2R1B, AT1B, ATR1)",secreted,cell membrane
CDB15:0000046,AGT AGTR2,AGT,AGTR2,Inferred,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-AGT%20AGTR2-based-on-Pubmed-ID-17138938,%2021464395,%202775266,%2037540598,%208185599-in-macaque",AGT,AGTR2,-,-,ENSMMUG00000005881,ENSMMUG00000055906,AGT (SERPINA8),"AGTR2 (AT2, MRX88)",secreted,cell membrane
CDB15:0000047,AGT LRP2,AGT,LRP2,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-AGT%20LRP2-based-on-Pubmed-ID-15467006-in-macaque,AGT,LRP2,-,-,ENSMMUG00000005881,ENSMMUG00000017143,AGT (SERPINA8),"LRP2 (gp330, DBS)",secreted,cell membrane
CDB15:0000048,AGT MAS1,AGT,MAS1,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-AGT%20MAS1-based-on-Pubmed-ID-12829792-in-macaque,AGT,MAS1,-,-,ENSMMUG00000005881,ENSMMUG00000016217,AGT (SERPINA8),MAS1,secreted,cell membrane
CDB15:0000049,AHSG INSR,AHSG,INSR,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-AHSG%20INSR-based-on-Pubmed-ID-7906861-in-macaque,AHSG,INSR,-,-,ENSMMUG00000017567,ENSMMUG00000028907,"AHSG (FETUA, A2HS, HSGA)",INSR (CD220),secreted,cell membrane
CDB15:0000050,ALB LRP2,ALB,LRP2,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-ALB%20LRP2-based-on-Pubmed-ID-8898021-in-macaque,ALB,LRP2,-,-,ENSMMUG00000003827,ENSMMUG00000017143,ALB,"LRP2 (gp330, DBS)",secreted,cell membrane
CDB15:0000051,AMH AMHR2,AMH,AMHR2,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-AMH%20AMHR2-based-on-Pubmed-ID-34155118-in-macaque,AMH,AMHR2,-,-,ENSMMUG00000058911,ENSMMUG00000020037,"AMH (MIF, MIS)","AMHR2 (MISR2, MISRII)",secreted,cell membrane
CDB15:0000052,AMH EGFR,AMH,EGFR,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-AMH%20EGFR-based-on-Pubmed-ID-8596488-in-macaque,AMH,EGFR,-,-,ENSMMUG00000058911,ENSMMUG00000022394,"AMH (MIF, MIS)","EGFR (ERBB, ERBB1, ERRP)",secreted,cell membrane
CDB15:0000053,ANGPT1 ITGA5,ANGPT1,ITGA5,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-ANGPT1%20ITGA5-based-on-Pubmed-ID-15781448-in-macaque,ANGPT1,ITGA5,-,-,ENSMMUG00000017745,ENSMMUG00000003755,"ANGPT1 (KIAA0003, Ang1, AGPT-1)","ITGA5 (FNRA, CD49e)",secreted,cell membrane
CDB15:0000054,ANGPT1 ITGB1,ANGPT1,ITGB1,Inferred,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-ANGPT1%20ITGB1-based-on-Pubmed-ID-15690488,%2015781448,%2019379779-in-macaque",ANGPT1,ITGB1,-,-,ENSMMUG00000017745,ENSMMUG00000017767,"ANGPT1 (KIAA0003, Ang1, AGPT-1)","ITGB1 (FNRB, MSK12, MDF2, CD29, GPIIA)",secreted,cell membrane
CDB15:0000055,ANGPT1 TEK,ANGPT1,TEK,Inferred,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-ANGPT1%20TEK-based-on-Pubmed-ID-12427764,%208980223,%208980224,%209723709-in-macaque",ANGPT1,TEK,-,-,ENSMMUG00000017745,ENSMMUG00000006080,"ANGPT1 (KIAA0003, Ang1, AGPT-1)","TEK (VMCM, TIE2, TIE-2, VMCM1, CD202b)",secreted,cell membrane
CDB15:0000056,ANGPT1 TIE1,ANGPT1,TIE1,Inferred,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-ANGPT1%20TIE1-based-on-Pubmed-ID-11172728,%2015851516-in-macaque",ANGPT1,TIE1,-,-,ENSMMUG00000017745,ENSMMUG00000010660,"ANGPT1 (KIAA0003, Ang1, AGPT-1)","TIE1 (TIE, JTK14)",secreted,cell membrane
CDB15:0000057,ANGPT2 TEK,ANGPT2,TEK,Inferred,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-ANGPT2%20TEK-based-on-Pubmed-ID-9204896,%209723709-in-macaque",ANGPT2,TEK,-,-,ENSMMUG00000010139,ENSMMUG00000006080,ANGPT2 (Ang2),"TEK (VMCM, TIE2, TIE-2, VMCM1, CD202b)",secreted,cell membrane
CDB15:0000058,ANGPT4 TEK,ANGPT4,TEK,Inferred,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-ANGPT4%20TEK-based-on-Pubmed-ID-10051567,%2015284220-in-macaque",ANGPT4,TEK,-,-,ENSMMUG00000000270,ENSMMUG00000006080,ANGPT4,"TEK (VMCM, TIE2, TIE-2, VMCM1, CD202b)",secreted,cell membrane
CDB15:0000059,ANGPT4 TIE1,ANGPT4,TIE1,Inferred,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-ANGPT4%20TIE1-based-on-Pubmed-ID-10051567,%2015851516-in-macaque",ANGPT4,TIE1,-,-,ENSMMUG00000000270,ENSMMUG00000010660,ANGPT4,"TIE1 (TIE, JTK14)",secreted,cell membrane
CDB15:0000060,ANGPTL1 TEK,ANGPTL1,TEK,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-ANGPTL1%20TEK-based-on-Pubmed-ID-10051567-in-macaque,ANGPTL1,TEK,-,-,ENSMMUG00000017553,ENSMMUG00000006080,"ANGPTL1 (ANGPT3, ANG3, AngY, ARP1)","TEK (VMCM, TIE2, TIE-2, VMCM1, CD202b)",secreted,cell membrane
CDB15:0000061,ANGPTL3 ITGAV,ANGPTL3,ITGAV,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-ANGPTL3%20ITGAV-based-on-Pubmed-ID-11877390-in-macaque,ANGPTL3,ITGAV,-,-,ENSMMUG00000046449,ENSMMUG00000019462,ANGPTL3 (ANGPT5),"ITGAV (VNRA, MSK8, VTNR, CD51)",secreted,cell membrane
CDB15:0000062,ANGPTL3 ITGB3,ANGPTL3,ITGB3,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-ANGPTL3%20ITGB3-based-on-Pubmed-ID-11877390-in-macaque,ANGPTL3,ITGB3,-,-,ENSMMUG00000046449,ENSMMUG00000003289,ANGPTL3 (ANGPT5),"ITGB3 (GP3A, CD61, GPIIIa)",secreted,cell membrane
CDB15:0000063,ANXA1 FPR1,ANXA1,FPR1,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-ANXA1%20FPR1-based-on-Pubmed-ID-10882119-in-macaque,ANXA1,FPR1,-,-,ENSMMUG00000012667,ENSMMUG00000013049,"ANXA1 (ANX1, LPC1)","FPR1 (FPR, FMLP)","secreted, cell membrane",cell membrane
