Interaction ID,LR Pair,Ligand_gene,Receptor_gene,Evidence,AI summary,Ligand_aliases,Receptor_aliases,Ligand XX ID,Receptor XX ID,Ligand ENSEMBL ID,Receptor ENSEMBL ID,Human Ligand Symbols,Human Receptor Symbols,Ligand Location,Receptor Location
CDB15:0000016,LOC100057494 CD9,LOC100057494,CD9,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-LOC100057494%20CD9-based-on-Pubmed-ID-10518536-in-horse,LOC100057494,CD9,-,-,ENSECAG00000000073,ENSECAG00000003002,"ADAM2 (FTNB, PH-30b, PH30, CT15)","CD9 (MIC3, BA2, P24, TSPAN29, MRP-1)",cell membrane,cell membrane
CDB15:0000017,LOC100057494 ITGA6,LOC100057494,ITGA6,Inferred,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-LOC100057494%20ITGA6-based-on-Pubmed-ID-10518536,%209889149-in-horse",LOC100057494,ITGA6,-,-,ENSECAG00000000073,ENSECAG00000001652,"ADAM2 (FTNB, PH-30b, PH30, CT15)","ITGA6 (CD49f, VLA-6, ITGA6A, ITGA6B)",cell membrane,cell membrane
CDB15:0000018,LOC100057494 ITGA9,LOC100057494,ITGA9,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-LOC100057494%20ITGA9-based-on-Pubmed-ID-21060781-in-horse,LOC100057494,ITGA9,-,-,ENSECAG00000000073,ENSECAG00000007848,"ADAM2 (FTNB, PH-30b, PH30, CT15)","ITGA9 (RLC, ITGA4L, ALPHA-RLC)",cell membrane,cell membrane
CDB15:0000019,LOC100057494 ITGB1,LOC100057494,ITGB1,Inferred,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-LOC100057494%20ITGB1-based-on-Pubmed-ID-10518536,%209889149-in-horse",LOC100057494,ITGB1,-,-,ENSECAG00000000073,ENSECAG00000022498,"ADAM2 (FTNB, PH-30b, PH30, CT15)","ITGB1 (FNRB, MSK12, MDF2, CD29, GPIIA)",cell membrane,cell membrane
CDB15:0000020,LOC100057494 ITGB7,LOC100057494,ITGB7,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-LOC100057494%20ITGB7-based-on-Pubmed-ID-21060781-in-horse,LOC100057494,ITGB7,-,-,ENSECAG00000000073,ENSECAG00000013502,"ADAM2 (FTNB, PH-30b, PH30, CT15)",ITGB7,cell membrane,cell membrane
CDB15:0000021,ADAM9 ITGA3,ADAM9,ITGA3,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-ADAM9%20ITGA3-based-on-Pubmed-ID-15361064-in-horse,ADAM9,ITGA3,-,-,ENSECAG00000006442,ENSECAG00000015760,"ADAM9 (CORD9, MDC9, KIAA0021, MCMP, Mltng)","ITGA3 (MSK18, CD49c, VLA3a, VCA-2, GAP-B3)","secreted, cell membrane",cell membrane
CDB15:0000022,ADAM9 ITGA6,ADAM9,ITGA6,Inferred,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-ADAM9%20ITGA6-based-on-Pubmed-ID-10825303,%2015361064-in-horse",ADAM9,ITGA6,-,-,ENSECAG00000006442,ENSECAG00000001652,"ADAM9 (CORD9, MDC9, KIAA0021, MCMP, Mltng)","ITGA6 (CD49f, VLA-6, ITGA6A, ITGA6B)","secreted, cell membrane",cell membrane
CDB15:0000023,ADAM9 ITGAV,ADAM9,ITGAV,Inferred,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-ADAM9%20ITGAV-based-on-Pubmed-ID-11162558,%2015361064-in-horse",ADAM9,ITGAV,-,-,ENSECAG00000006442,ENSECAG00000021377,"ADAM9 (CORD9, MDC9, KIAA0021, MCMP, Mltng)","ITGAV (VNRA, MSK8, VTNR, CD51)","secreted, cell membrane",cell membrane
CDB15:0000024,ADAM9 ITGB1,ADAM9,ITGB1,Inferred,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-ADAM9%20ITGB1-based-on-Pubmed-ID-10825303,%2015361064-in-horse",ADAM9,ITGB1,-,-,ENSECAG00000006442,ENSECAG00000022498,"ADAM9 (CORD9, MDC9, KIAA0021, MCMP, Mltng)","ITGB1 (FNRB, MSK12, MDF2, CD29, GPIIA)","secreted, cell membrane",cell membrane
CDB15:0000025,ADAM9 ITGB5,ADAM9,ITGB5,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-ADAM9%20ITGB5-based-on-Pubmed-ID-11162558-in-horse,ADAM9,ITGB5,-,-,ENSECAG00000006442,ENSECAG00000007589,"ADAM9 (CORD9, MDC9, KIAA0021, MCMP, Mltng)",ITGB5,"secreted, cell membrane",cell membrane
CDB15:0000026,ADCYAP1 ADCYAP1R1,ADCYAP1,ADCYAP1R1,Inferred,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-ADCYAP1%20ADCYAP1R1-based-on-Pubmed-ID-10100920,%2010583729,%2011931347,%2012429744,%2016930633,%208146174,%208253796,%208703026-in-horse",ADCYAP1,ADCYAP1R1,-,-,ENSECAG00000033061,ENSECAG00000007388,ADCYAP1 (PACAP),"ADCYAP1R1 (PAC1, PACAPR, PAC1R)",secreted,cell membrane
CDB15:0000027,ADCYAP1 SCTR,ADCYAP1,SCTR,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-ADCYAP1%20SCTR-based-on-Pubmed-ID-1335692-in-horse,ADCYAP1,SCTR,-,-,ENSECAG00000033061,ENSECAG00000018677,ADCYAP1 (PACAP),SCTR,secreted,cell membrane
CDB15:0000028,ADCYAP1 VIPR1,ADCYAP1,VIPR1,Inferred,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-ADCYAP1%20VIPR1-based-on-Pubmed-ID-11897681,%2016930633,%208791009,%209928018-in-horse",ADCYAP1,VIPR1,-,-,ENSECAG00000033061,ENSECAG00000008200,ADCYAP1 (PACAP),"VIPR1 (VPAC1, RDC1, HVR1, VPAC1R)",secreted,cell membrane
CDB15:0000029,ADCYAP1 VIPR2,ADCYAP1,VIPR2,Inferred,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-ADCYAP1%20VIPR2-based-on-Pubmed-ID-16930633,%209928018-in-horse",ADCYAP1,VIPR2,-,-,ENSECAG00000033061,ENSECAG00000007939,ADCYAP1 (PACAP),"VIPR2 (VPAC2, VPAC2R)",secreted,cell membrane
CDB15:0000030,ADIPOQ ADIPOR1,ADIPOQ,ADIPOR1,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-ADIPOQ%20ADIPOR1-based-on-Pubmed-ID-12802337-in-horse,ADIPOQ,ADIPOR1,-,-,ENSECAG00000002962,ENSECAG00000009624,"ADIPOQ (ACDC, ACRP30, apM1, GBP28, adiponectin)","ADIPOR1 (PAQR1, ACDCR1)",secreted,cell membrane
CDB15:0000031,ADIPOQ ADIPOR2,ADIPOQ,ADIPOR2,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-ADIPOQ%20ADIPOR2-based-on-Pubmed-ID-12802337-in-horse,ADIPOQ,ADIPOR2,-,-,ENSECAG00000002962,ENSECAG00000016136,"ADIPOQ (ACDC, ACRP30, apM1, GBP28, adiponectin)","ADIPOR2 (PAQR2, ACDCR2)",secreted,cell membrane
CDB15:0000032,ADM2 CALCRL,ADM2,CALCRL,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-ADM2%20CALCRL-based-on-Pubmed-ID-14615490-in-horse,ADM2,CALCRL,-,-,,ENSECAG00000012990,"ADM2 (AM2, FLJ21135)","CALCRL (CGRPR, CRLR)",secreted,cell membrane
CDB15:0000033,ADM2 RAMP1,ADM2,RAMP1,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-ADM2%20RAMP1-based-on-Pubmed-ID-30139742-in-horse,ADM2,RAMP1,-,-,,ENSECAG00000009250,"ADM2 (AM2, FLJ21135)",RAMP1,secreted,cell membrane
CDB15:0000034,ADM CALCR,ADM,CALCR,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-ADM%20CALCR-based-on-Pubmed-ID-12565884-in-horse,ADM,CALCR,-,-,ENSECAG00000024531,ENSECAG00000001570,ADM (AM),"CALCR (CTR, CT-R)",secreted,cell membrane
CDB15:0000035,ADM CALCRL,ADM,CALCRL,Inferred,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-ADM%20CALCRL-based-on-Pubmed-ID-7592696,%209620797-in-horse",ADM,CALCRL,-,-,ENSECAG00000024531,ENSECAG00000012990,ADM (AM),"CALCRL (CGRPR, CRLR)",secreted,cell membrane
CDB15:0000036,ADM MRGPRX2,ADM,MRGPRX2,Inferred,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-ADM%20MRGPRX2-based-on-Pubmed-ID-15823563,%2016111673-in-horse",ADM,MRGPRX2 (MGRG1),-,-,ENSECAG00000024531,ENSECAG00000003099,ADM (AM),MRGPRX2 (MRGX2),secreted,cell membrane
CDB15:0000037,ADM RAMP2,ADM,RAMP2,Inferred,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-ADM%20RAMP2-based-on-Pubmed-ID-10342881,%2012565884,%2015692146,%2030139742,%209620797-in-horse",ADM,RAMP2,-,-,ENSECAG00000024531,ENSECAG00000007412,ADM (AM),RAMP2,secreted,cell membrane
CDB15:0000038,AGRN ATP1A3,AGRN,ATP1A3,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-AGRN%20ATP1A3-based-on-Pubmed-ID-16630822-in-horse,AGRN,ATP1A3,-,-,ENSECAG00000030432,ENSECAG00000024155,AGRN (AGRIN),ATP1A3 (DYT12),"secreted, cell membrane",cell membrane
CDB15:0000039,AGRN LRP4,AGRN,LRP4,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-AGRN%20LRP4-based-on-Pubmed-ID-18848351-in-horse,AGRN,LRP4,-,-,ENSECAG00000030432,ENSECAG00000023663,AGRN (AGRIN),"LRP4 (MEGF7, CLSS, LRP-4, SOST2)","secreted, cell membrane",cell membrane
CDB15:0000040,AGRN MUSK,AGRN,MUSK,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-AGRN%20MUSK-based-on-Pubmed-ID-8653787-in-horse,AGRN,MUSK,-,-,ENSECAG00000030432,ENSECAG00000010228,AGRN (AGRIN),MUSK,"secreted, cell membrane",cell membrane
CDB15:0000041,AGRP MC3R,AGRP,MC3R,Inferred,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-AGRP%20MC3R-based-on-Pubmed-ID-11747427,%209311920,%209819197,%209893984-in-horse",AGRP,MC3R,-,-,ENSECAG00000016828,ENSECAG00000004637,"AGRP (Agrt, ART, ASIP2)",MC3R (MC3),secreted,cell membrane
CDB15:0000042,AGRP MC4R,AGRP,MC4R,Inferred,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-AGRP%20MC4R-based-on-Pubmed-ID-10318826,%2011747427,%2012815165,%209299416,%209311920,%209893984-in-horse",AGRP,MC4R,-,-,ENSECAG00000016828,ENSECAG00000001712,"AGRP (Agrt, ART, ASIP2)",MC4R,secreted,cell membrane
CDB15:0000043,AGRP MC5R,AGRP,MC5R,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-AGRP%20MC5R-based-on-Pubmed-ID-9892020-in-horse,AGRP,MC5R,-,-,ENSECAG00000016828,ENSECAG00000037866,"AGRP (Agrt, ART, ASIP2)",MC5R,secreted,cell membrane
CDB15:0000044,AGRP SDC3,AGRP,SDC3,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-AGRP%20SDC3-based-on-Pubmed-ID-11461706-in-horse,AGRP,SDC3,-,-,ENSECAG00000016828,,"AGRP (Agrt, ART, ASIP2)","SDC3 (N-syndecan, SYND3)",secreted,cell membrane
CDB15:0000045,AGT AGTR1,AGT,AGTR1,Inferred,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-AGT%20AGTR1-based-on-Pubmed-ID-10193788,%2012006574,%2015930094,%2017138938,%2021464395,%202775266,%2010993080,%2037540598-in-horse",AGT,AGTR1,-,-,ENSECAG00000015711,ENSECAG00000001279,AGT (SERPINA8),"AGTR1 (AGTR1B, AT1, AT2R1, AGTR1A, AT2R1A, HAT1R, AG2S, AT2R1B, AT1B, ATR1)",secreted,cell membrane
CDB15:0000046,AGT AGTR2,AGT,AGTR2,Inferred,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-AGT%20AGTR2-based-on-Pubmed-ID-17138938,%2021464395,%202775266,%2037540598,%208185599-in-horse",AGT,AGTR2,-,-,ENSECAG00000015711,ENSECAG00000018905,AGT (SERPINA8),"AGTR2 (AT2, MRX88)",secreted,cell membrane
CDB15:0000047,AGT LRP2,AGT,LRP2,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-AGT%20LRP2-based-on-Pubmed-ID-15467006-in-horse,AGT,LRP2,-,-,ENSECAG00000015711,ENSECAG00000000435,AGT (SERPINA8),"LRP2 (gp330, DBS)",secreted,cell membrane
CDB15:0000048,AGT MAS1,AGT,MAS1,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-AGT%20MAS1-based-on-Pubmed-ID-12829792-in-horse,AGT,MAS1,-,-,ENSECAG00000015711,ENSECAG00000028126,AGT (SERPINA8),MAS1,secreted,cell membrane
CDB15:0000049,AHSG INSR,AHSG,INSR,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-AHSG%20INSR-based-on-Pubmed-ID-7906861-in-horse,AHSG,INSR,-,-,ENSECAG00000014858,ENSECAG00000010127,"AHSG (FETUA, A2HS, HSGA)",INSR (CD220),secreted,cell membrane
CDB15:0000050,ALB LRP2,ALB,LRP2,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-ALB%20LRP2-based-on-Pubmed-ID-8898021-in-horse,ALB,LRP2,-,-,ENSECAG00000010305,ENSECAG00000000435,ALB,"LRP2 (gp330, DBS)",secreted,cell membrane
CDB15:0000051,AMH AMHR2,AMH,AMHR2,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-AMH%20AMHR2-based-on-Pubmed-ID-34155118-in-horse,AMH,AMHR2,-,-,ENSECAG00000036148,ENSECAG00000020247,"AMH (MIF, MIS)","AMHR2 (MISR2, MISRII)",secreted,cell membrane
CDB15:0000052,AMH EGFR,AMH,EGFR,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-AMH%20EGFR-based-on-Pubmed-ID-8596488-in-horse,AMH,EGFR,-,-,ENSECAG00000036148,ENSECAG00000009952,"AMH (MIF, MIS)","EGFR (ERBB, ERBB1, ERRP)",secreted,cell membrane
CDB15:0000053,ANGPT1 ITGA5,ANGPT1,ITGA5,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-ANGPT1%20ITGA5-based-on-Pubmed-ID-15781448-in-horse,ANGPT1,ITGA5,-,-,ENSECAG00000016669,ENSECAG00000024979,"ANGPT1 (KIAA0003, Ang1, AGPT-1)","ITGA5 (FNRA, CD49e)",secreted,cell membrane
CDB15:0000054,ANGPT1 ITGB1,ANGPT1,ITGB1,Inferred,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-ANGPT1%20ITGB1-based-on-Pubmed-ID-15690488,%2015781448,%2019379779-in-horse",ANGPT1,ITGB1,-,-,ENSECAG00000016669,ENSECAG00000022498,"ANGPT1 (KIAA0003, Ang1, AGPT-1)","ITGB1 (FNRB, MSK12, MDF2, CD29, GPIIA)",secreted,cell membrane
CDB15:0000055,ANGPT1 TEK,ANGPT1,TEK,Inferred,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-ANGPT1%20TEK-based-on-Pubmed-ID-12427764,%208980223,%208980224,%209723709-in-horse",ANGPT1,TEK,-,-,ENSECAG00000016669,ENSECAG00000016566,"ANGPT1 (KIAA0003, Ang1, AGPT-1)","TEK (VMCM, TIE2, TIE-2, VMCM1, CD202b)",secreted,cell membrane
CDB15:0000056,ANGPT1 TIE1,ANGPT1,TIE1,Inferred,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-ANGPT1%20TIE1-based-on-Pubmed-ID-11172728,%2015851516-in-horse",ANGPT1,TIE1,-,-,ENSECAG00000016669,ENSECAG00000006177,"ANGPT1 (KIAA0003, Ang1, AGPT-1)","TIE1 (TIE, JTK14)",secreted,cell membrane
CDB15:0000057,ANGPT2 TEK,ANGPT2,TEK,Inferred,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-ANGPT2%20TEK-based-on-Pubmed-ID-9204896,%209723709-in-horse",ANGPT2,TEK,-,-,ENSECAG00000015894,ENSECAG00000016566,ANGPT2 (Ang2),"TEK (VMCM, TIE2, TIE-2, VMCM1, CD202b)",secreted,cell membrane
CDB15:0000058,ANGPT4 TEK,ANGPT4,TEK,Inferred,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-ANGPT4%20TEK-based-on-Pubmed-ID-10051567,%2015284220-in-horse",ANGPT4,TEK,-,-,ENSECAG00000009211,ENSECAG00000016566,ANGPT4,"TEK (VMCM, TIE2, TIE-2, VMCM1, CD202b)",secreted,cell membrane
CDB15:0000059,ANGPT4 TIE1,ANGPT4,TIE1,Inferred,"https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-ANGPT4%20TIE1-based-on-Pubmed-ID-10051567,%2015851516-in-horse",ANGPT4,TIE1,-,-,ENSECAG00000009211,ENSECAG00000006177,ANGPT4,"TIE1 (TIE, JTK14)",secreted,cell membrane
CDB15:0000060,ANGPTL1 TEK,ANGPTL1,TEK,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-ANGPTL1%20TEK-based-on-Pubmed-ID-10051567-in-horse,ANGPTL1,TEK,-,-,ENSECAG00000010939,ENSECAG00000016566,"ANGPTL1 (ANGPT3, ANG3, AngY, ARP1)","TEK (VMCM, TIE2, TIE-2, VMCM1, CD202b)",secreted,cell membrane
CDB15:0000061,ANGPTL3 ITGAV,ANGPTL3,ITGAV,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-ANGPTL3%20ITGAV-based-on-Pubmed-ID-11877390-in-horse,ANGPTL3,ITGAV,-,-,ENSECAG00000008457,ENSECAG00000021377,ANGPTL3 (ANGPT5),"ITGAV (VNRA, MSK8, VTNR, CD51)",secreted,cell membrane
CDB15:0000062,ANGPTL3 ITGB3,ANGPTL3,ITGB3,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-ANGPTL3%20ITGB3-based-on-Pubmed-ID-11877390-in-horse,ANGPTL3,ITGB3,-,-,ENSECAG00000008457,ENSECAG00000017625,ANGPTL3 (ANGPT5),"ITGB3 (GP3A, CD61, GPIIIa)",secreted,cell membrane
CDB15:0000063,ANXA1 LOC100062768,ANXA1,LOC100062768,Inferred,https://www.perplexity.ai/search?q=What-is-the-biological-relevance-of-the-ligand-and-receptor-pair-ANXA1%20LOC100062768-based-on-Pubmed-ID-10882119-in-horse,ANXA1,LOC100062768,-,-,ENSECAG00000015794,ENSECAG00000006255,"ANXA1 (ANX1, LPC1)","FPR1 (FPR, FMLP)","secreted, cell membrane",cell membrane
